locus	cpg_label	gc_background	gc_peaks	gc_diff
chr5:87974755-87979756	Upstream Island	0.443	0.44	0.992
chr15:30259493-30264494	Upstream Island	0.395	0.493	1.25
chr5:148959402-148964403	Upstream Island	0.434	0.54	1.24
chr10:64132442-64137443	Upstream Island	0.44	0.42	0.955
chr9:10611290-10616291	Upstream Island	0.355	0.573	1.61
chr6:69343331-69348332	Upstream Island	0.334	0.6	1.79
chr2:164591318-164596319	Upstream Island	0.306	0.447	1.46
chr8:17269114-17274115	Upstream Island	0.375	0.393	1.05
chr14:93895322-93900323	Upstream Island	0.365	0.587	1.61
chr6:96462052-96467053	Upstream Island	0.317	0.533	1.68
chr14:62582297-62587298	Upstream Island	0.343	0.4	1.17
chr12:41085044-41090045	Upstream Island	0.354	0.553	1.56
chr4:158141808-158146809	Upstream Island	0.34	0.413	1.22
chr1:109938666-109943667	Upstream Island	0.346	0.52	1.5
chr10:60935015-60940016	Upstream Island	0.313	0.4	1.28
chr5:87955033-87960034	Upstream Island	0.362	0.407	1.12
chr4:165303393-165308394	Upstream Island	0.297	0.427	1.44
chr2:198668088-198673089	Upstream Island	0.327	0.507	1.55
chr18:24443199-24448200	Upstream Island	0.403	0.533	1.32
chr4:145566974-145571975	Upstream Island	0.348	0.427	1.23
chr7:28449572-28454573	Upstream Island	0.316	0.46	1.46
chr3:85008286-85013287	Upstream Island	0.328	0.527	1.61
chr2:224904017-224909018	Upstream Island	0.44	0.473	1.08
chr9:87284718-87289719	Upstream Island	0.354	0.58	1.64
chr4:166128673-166133674	Upstream Island	0.346	0.447	1.29
chr10:64133842-64138843	Upstream Island	0.349	0.567	1.62
chr17:68165013-68170014	Upstream Island	0.37	0.453	1.23
chr15:52404590-52409591	Upstream Island	0.41	0.507	1.24
chr1:116519095-116524096	Upstream Island	0.364	0.52	1.43
chr5:71403916-71408917	Upstream Island	0.399	0.6	1.5
chr6:107811945-107816946	Upstream Island	0.389	0.5	1.29
chr2:102314096-102319097	Upstream Island	0.436	0.387	0.887
chr9:133710235-133715236	Upstream Island	0.411	0.467	1.14
chr2:127864250-127869251	Upstream Island	0.332	0.487	1.47
chrX:6144418-6149419	Upstream Island	0.366	0.5	1.37
chr18:59000873-59005874	Upstream Island	0.314	0.48	1.53
chr4:41362501-41367502	Upstream Island	0.358	0.507	1.42
chr1:70033384-70038385	Upstream Island	0.283	0.48	1.7
chr15:84115633-84120634	Upstream Island	0.378	0.52	1.38
chr12:83080058-83085059	Upstream Island	0.334	0.493	1.48
chr2:193059020-193064021	Upstream Island	0.344	0.507	1.47
chr6:69344313-69349314	Upstream Island	0.372	0.36	0.968
chr11:109293972-109298973	Upstream Island	0.35	0.467	1.33
chr2:193059768-193064769	Upstream Island	0.317	0.34	1.07
chr21:22369617-22374618	Upstream Island	0.368	0.493	1.34
chr6:52226663-52231664	Upstream Island	0.358	0.387	1.08
chr4:180979038-180984039	Upstream Island	0.317	0.44	1.39
chr13:58207508-58212509	Upstream Island	0.323	0.427	1.32
chr4:96469294-96474295	Upstream Island	0.347	0.44	1.27
chr5:87970390-87975391	Upstream Island	0.492	0.327	0.664
chr1:66998458-67003459	Upstream Island	0.349	0.44	1.26
chr2:105461162-105466163	Upstream Island	0.393	0.567	1.44
chr1:87597443-87602444	Upstream Island	0.394	0.513	1.3
chr15:83316715-83321716	Upstream Island	0.437	0.447	1.02
chr18:56531194-56536195	Upstream Island	0.453	0.46	1.02
chr5:153570386-153575387	Upstream Island	0.441	0.527	1.19
chr12:54070183-54075184	Upstream Island	0.437	0.453	1.04
chr1:151031284-151036285	Upstream Island	0.468	0.573	1.22
chr10:22765987-22770988	Upstream Island	0.454	0.547	1.2
chr17:27949717-27954718	Upstream Island	0.428	0.553	1.29
chr18:49867167-49872168	Upstream Island	0.381	0.407	1.07
chr5:71403107-71408108	Upstream Island	0.344	0.5	1.45
chr6:107811280-107816281	Upstream Island	0.341	0.433	1.27
chr14:77227740-77232741	Upstream Island	0.509	0.453	0.891
chr2:145274102-145279103	Upstream Island	0.434	0.44	1.01
chr3:170136467-170141468	Upstream Island	0.469	0.627	1.34
chr13:42031543-42036544	Upstream Island	0.4	0.487	1.22
chr18:56530571-56535572	Upstream Island	0.454	0.5	1.1
chr14:89016016-89021017	Upstream Island	0.399	0.593	1.49
chr6:80245985-80250986	Upstream Island	0.396	0.42	1.06
chr12:49581852-49586853	Upstream Island	0.451	0.553	1.23
chr11:105480223-105485224	Upstream Island	0.286	0.5	1.75
chr18:53446556-53451557	Upstream Island	0.355	0.48	1.35
chr8:79427485-79432486	Upstream Island	0.348	0.447	1.29
chr17:5347839-5352840	Upstream Island	0.376	0.547	1.45
chr5:126624791-126629792	Upstream Island	0.383	0.493	1.29
chr8:91802645-91807646	Upstream Island	0.356	0.52	1.46
chr8:50821767-50826768	Upstream Island	0.383	0.68	1.78
chr11:133938022-133943023	Upstream Island	0.419	0.473	1.13
chr1:84463554-84468555	Upstream Island	0.377	0.52	1.38
chr2:187557817-187562818	Upstream Island	0.37	0.44	1.19
chr18:72123004-72128005	Upstream Island	0.439	0.613	1.4
chr3:85006848-85011849	Upstream Island	0.453	0.54	1.19
chr5:54829083-54834084	Upstream Island	0.433	0.433	1
chr3:58317350-58322351	Upstream Island	0.401	0.407	1.01
chr6:138481639-138486640	Upstream Island	0.486	0.5	1.03
chr2:197456606-197461607	Upstream Island	0.425	0.54	1.27
chr15:80695288-80700289	Upstream Island	0.434	0.56	1.29
chr18:56529632-56534633	Upstream Island	0.425	0.493	1.16
chr4:87514306-87519307	Upstream Island	0.368	0.46	1.25
chr8:73448033-73453034	Upstream Island	0.35	0.513	1.47
chr5:15499229-15504230	Upstream Island	0.394	0.547	1.39
chr1:77746301-77751302	Upstream Island	0.369	0.593	1.61
chr5:11383742-11388743	Upstream Island	0.39	0.48	1.23
chr11:111846802-111851803	Upstream Island	0.432	0.52	1.2
chr10:126839207-126844208	Upstream Island	0.427	0.58	1.36
chr1:212586626-212591627	Upstream Island	0.479	0.553	1.15
chr9:80910797-80915798	Upstream Island	0.432	0.447	1.03
chr15:91642071-91647072	Upstream Island	0.426	0.473	1.11
chr20:24971991-24976992	Upstream Island	0.515	0.413	0.802
chr20:44991573-44996574	Upstream Island	0.494	0.473	0.957
chr1:70032585-70037586	Upstream Island	0.328	0.533	1.63
chr14:27065817-27070818	Upstream Island	0.299	0.407	1.36
chr15:48008957-48013958	Upstream Island	0.396	0.52	1.31
chr2:159312773-159317774	Upstream Island	0.347	0.44	1.27
chr2:168148712-168153713	Upstream Island	0.321	0.54	1.68
chr7:82071773-82076774	Upstream Island	0.291	0.44	1.51
chr13:58206876-58211877	Upstream Island	0.301	0.347	1.15
chr4:62066793-62071794	Upstream Island	0.342	0.36	1.05
chr5:76505253-76510254	Upstream Island	0.379	0.513	1.36
chr5:83678773-83683774	Upstream Island	0.339	0.527	1.56
chr8:77593649-77598650	Upstream Island	0.351	0.48	1.37
chr4:158142316-158147317	Upstream Island	0.324	0.36	1.11
chr4:134072020-134077021	Upstream Island	0.323	0.46	1.43
chr5:43191444-43196445	Upstream Island	0.365	0.42	1.15
chr6:96462678-96467679	Upstream Island	0.284	0.393	1.38
chr14:85998976-86003977	Upstream Island	0.348	0.453	1.3
chr2:198668629-198673630	Upstream Island	0.306	0.447	1.46
chr6:72595326-72600327	Upstream Island	0.343	0.533	1.56
chrX:50555318-50560319	Upstream Island	0.389	0.587	1.51
chr14:21492186-21497187	Upstream Island	0.42	0.62	1.48
chr5:155106923-155111924	Upstream Island	0.446	0.633	1.42
chr9:8856804-8861805	Upstream Island	0.37	0.447	1.21
chr1:156404177-156409178	Upstream Island	0.406	0.62	1.53
chr4:46993780-46998781	Upstream Island	0.333	0.533	1.6
chr7:964669-969670	Upstream Island	0.53	0.587	1.11
chr1:21977371-21982372	Upstream Island	0.492	0.56	1.14
chr15:68870079-68875080	Upstream Island	0.504	0.6	1.19
chr12:58130875-58135876	Upstream Island	0.525	0.547	1.04
chr19:42758143-42763144	Upstream Island	0.512	0.54	1.05
chr10:73723136-73728137	Upstream Island	0.445	0.58	1.3
chr1:112531682-112536683	Upstream Island	0.47	0.56	1.19
chr22:41842597-41847598	Upstream Island	0.492	0.487	0.988
chr11:10471487-10476488	Upstream Island	0.462	0.507	1.1
chr3:11033691-11038692	Upstream Island	0.51	0.553	1.08
chr15:88798942-88803943	Upstream Island	0.472	0.633	1.34
chr12:49391840-49396841	Upstream Island	0.481	0.58	1.2
chr1:32228480-32233481	Upstream Island	0.542	0.507	0.935
chr8:22012572-22017573	Upstream Island	0.545	0.567	1.04
chr1:38272306-38277307	Upstream Island	0.406	0.593	1.46
chr6:118227565-118232566	Upstream Island	0.389	0.453	1.17
chr19:1353303-1358304	Upstream Island	0.43	0.567	1.32
chr16:57834766-57839767	Upstream Island	0.483	0.547	1.13
chr7:45126931-45131932	Upstream Island	0.466	0.58	1.25
chr2:127863277-127868278	Upstream Island	0.369	0.64	1.73
chr13:44359816-44364817	Upstream Island	0.367	0.447	1.22
chr5:7394977-7399978	Upstream Island	0.392	0.4	1.02
chr4:184826092-184831093	Upstream Island	0.377	0.52	1.38
chr4:83718132-83723133	Upstream Island	0.434	0.52	1.2
chr13:102568156-102573157	Upstream Island	0.425	0.487	1.15
chr2:105471901-105476902	Upstream Island	0.364	0.747	2.05
chr5:129239845-129244846	Upstream Island	0.348	0.5	1.44
chr2:145273591-145278592	Upstream Island	0.466	0.533	1.15
chr8:24770752-24775753	Upstream Island	0.467	0.533	1.14
chr5:87979839-87984840	Upstream Island	0.425	0.413	0.973
chr1:65719178-65724179	Upstream Island	0.365	0.493	1.35
chr2:86114843-86119844	Upstream Island	0.443	0.573	1.29
chr3:85007507-85012508	Upstream Island	0.387	0.54	1.4
chr12:13253460-13258461	Upstream Island	0.37	0.553	1.49
chr4:166127906-166132907	Upstream Island	0.354	0.46	1.3
chr2:105460554-105465555	Upstream Island	0.387	0.473	1.22
chr12:106695680-106700681	Upstream Island	0.392	0.413	1.06
chr9:87284164-87289165	Upstream Island	0.355	0.427	1.2
chr9:97766292-97771293	Upstream Island	0.413	0.507	1.23
chr13:51795702-51800703	Upstream Island	0.426	0.58	1.36
chr9:14314559-14319560	Upstream Island	0.377	0.62	1.65
chr14:50998129-51003130	Upstream Island	0.397	0.4	1.01
chr1:10269674-10274675	Upstream Island	0.428	0.44	1.03
chr2:153191236-153196237	Upstream Island	0.355	0.48	1.35
chr18:59000132-59005133	Upstream Island	0.377	0.567	1.5
chr8:94928235-94933236	Upstream Island	0.312	0.447	1.43
chr3:236780-241781	Island	0.367	0.66	1.8
chr8:89337877-89342878	Island	0.368	0.693	1.88
chr13:37003871-37008872	Island	0.409	0.72	1.76
chr7:137529186-137534187	Island	0.368	0.727	1.97
chr7:43150402-43155403	Island	0.369	0.6	1.62
chr13:36702976-36707977	Island	0.372	0.687	1.85
chrX:13954307-13959308	Island	0.372	0.807	2.17
chr10:133847986-133852987	Island	0.494	0.767	1.55
chr11:115372008-115377009	Island	0.472	0.687	1.46
chr13:25742572-25747573	Island	0.376	0.733	1.95
chr8:139507009-139512010	Island	0.411	0.807	1.96
chr11:35438473-35443474	Island	0.414	0.72	1.74
chr1:14922676-14927677	Island	0.439	0.66	1.5
chr18:72122062-72127063	Island	0.413	0.827	2
chrX:54382060-54387061	Island	0.381	0.7	1.84
chr13:44358511-44363512	Island	0.343	0.753	2.2
chr5:71401622-71406623	Island	0.472	0.7	1.48
chr6:84416297-84421298	Island	0.422	0.727	1.72
chr11:132811272-132816273	Island	0.451	0.78	1.73
chr4:184825047-184830048	Island	0.428	0.673	1.57
chr6:127834453-127839454	Island	0.376	0.673	1.79
chr11:75377263-75382264	Island	0.401	0.733	1.83
chr8:493008-498009	Island	0.399	0.753	1.89
chr20:24448280-24453281	Island	0.416	0.713	1.72
chr2:149631364-149636365	Island	0.401	0.713	1.78
chr14:63510211-63515212	Island	0.327	0.733	2.24
chr8:24811607-24816608	Island	0.419	0.693	1.65
chr5:11902174-11907175	Island	0.366	0.693	1.89
chr15:84114242-84119243	Island	0.402	0.693	1.72
chr3:170301317-170306318	Island	0.392	0.64	1.63
chr15:80694782-80699783	Island	0.458	0.647	1.41
chr5:140344426-140349427	Island	0.403	0.613	1.52
chr18:25754615-25759616	Island	0.323	0.673	2.08
chr5:83677294-83682295	Island	0.336	0.667	1.99
chr9:87282183-87287184	Island	0.386	0.727	1.88
chr10:123354362-123359363	Island	0.358	0.74	2.07
chr14:48141626-48146627	Island	0.427	0.733	1.72
chr1:240253634-240258635	Island	0.305	0.787	2.58
chr10:25461846-25466847	Island	0.371	0.627	1.69
chr14:51558617-51563618	Island	0.32	0.613	1.92
chr11:109291191-109296192	Island	0.398	0.653	1.64
chr16:62067343-62072344	Island	0.388	0.553	1.42
chr8:56012042-56017043	Island	0.361	0.707	1.96
chr1:116378676-116383677	Island	0.362	0.76	2.1
chr4:44447423-44452424	Island	0.293	0.793	2.71
chr18:44334211-44339212	Island	0.467	0.753	1.61
chr2:95688913-95693914	Island	0.476	0.787	1.65
chr17:41981608-41986609	Island	0.521	0.673	1.29
chr19:14357074-14362075	Island	0.526	0.693	1.32
chr22:38432319-38437320	Island	0.559	0.793	1.42
chr5:178365582-178370583	Island	0.465	0.673	1.45
chr3:192124662-192129663	Island	0.44	0.72	1.64
chr9:132309707-132314708	Island	0.509	0.76	1.49
chr19:6499356-6504357	Island	0.491	0.74	1.51
chr11:120432402-120437403	Island	0.46	0.633	1.38
chr4:83716648-83721649	Island	0.466	0.747	1.6
chr10:99787863-99792864	Island	0.508	0.74	1.46
chr11:12027642-12032643	Island	0.468	0.793	1.69
chr7:143056622-143061623	Island	0.471	0.653	1.39
chr12:6806722-6811723	Island	0.528	0.733	1.39
chr15:89908335-89913336	Island	0.511	0.713	1.4
chr11:134279075-134284076	Island	0.564	0.713	1.26
chr9:130513974-130518975	Island	0.487	0.74	1.52
chr19:13110245-13115246	Island	0.556	0.7	1.26
chr1:111146647-111151648	Island	0.496	0.767	1.55
chr9:135993295-135998296	Island	0.535	0.673	1.26
chr8:492472-497473	Island	0.431	0.707	1.64
chr20:24447753-24452754	Island	0.405	0.78	1.92
chr6:73328800-73333801	Island	0.383	0.613	1.6
chr8:24768797-24773798	Island	0.34	0.687	2.02
chr10:23981155-23986156	Island	0.38	0.733	1.93
chr6:114661071-114666072	Island	0.34	0.74	2.18
chr13:26622578-26627579	Island	0.418	0.707	1.69
chr10:105034408-105039409	Island	0.448	0.693	1.55
chr8:26368984-26373985	Island	0.439	0.767	1.75
chr18:25753926-25758927	Island	0.377	0.553	1.47
chr18:70532815-70537816	Island	0.397	0.72	1.81
chr4:62064549-62069550	Island	0.366	0.547	1.49
chr18:35143712-35148713	Island	0.479	0.753	1.57
chr16:65153551-65158552	Island	0.408	0.78	1.91
chr19:57347747-57352748	Island	0.464	0.68	1.46
chr8:4848001-4853002	Island	0.476	0.633	1.33
chr21:34396116-34401117	Island	0.483	0.573	1.19
chr6:99289239-99294240	Island	0.415	0.667	1.61
chr2:105457788-105462789	Island	0.372	0.687	1.85
chr8:132050647-132055648	Island	0.403	0.673	1.67
chr14:27063922-27068923	Island	0.363	0.76	2.09
chr15:48007015-48012016	Island	0.405	0.827	2.04
chr6:99287911-99292912	Island	0.454	0.713	1.57
chrX:129302482-129307483	Island	0.492	0.647	1.32
chr13:53310609-53315610	Island	0.44	0.767	1.74
chr7:43149681-43154682	Island	0.393	0.613	1.56
chr18:31799615-31804616	Island	0.453	0.6	1.33
chr5:43189300-43194301	Island	0.445	0.553	1.24
chr9:13275698-13280699	Island	0.372	0.453	1.22
chr6:84415268-84420269	Island	0.389	0.7	1.8
chr10:60933136-60938137	Island	0.338	0.56	1.66
chr19:37093171-37098172	Island	0.449	0.627	1.39
chr18:58998194-59003195	Island	0.367	0.74	2.01
chr4:41256367-41261368	Island	0.388	0.653	1.68
chr18:21848728-21853729	Island	0.396	0.44	1.11
chr9:19785784-19790785	Island	0.366	0.607	1.66
chr10:64131085-64136086	Island	0.384	0.467	1.21
chr5:11382084-11387085	Island	0.408	0.473	1.16
chr1:145072763-145077764	Island	0.385	0.487	1.26
chr18:53444651-53449652	Island	0.386	0.58	1.5
chr1:149979691-149984692	Island	0.418	0.607	1.45
chr4:176919909-176924910	Island	0.368	0.593	1.61
chr7:145810538-145815539	Island	0.331	0.66	2
chr7:32107587-32112588	Island	0.383	0.687	1.79
chr8:35090407-35095408	Island	0.405	0.773	1.91
chr9:91789992-91794993	Island	0.426	0.693	1.63
chr1:184003130-184008131	Island	0.436	0.673	1.55
chr13:102065664-102070665	Island	0.325	0.74	2.28
chr8:50819832-50824833	Island	0.4	0.673	1.68
chr8:65287416-65292417	Island	0.402	0.593	1.48
chr14:29240693-29245694	Island	0.321	0.64	1.99
chr18:31801188-31806189	Island	0.307	0.753	2.45
chr8:80521851-80526852	Island	0.331	0.747	2.26
chr9:34454912-34459913	Island	0.482	0.64	1.33
chr4:96467016-96472017	Island	0.397	0.58	1.46
chr11:112830614-112835615	Island	0.419	0.68	1.62
chr8:77591510-77596511	Island	0.393	0.567	1.44
chr12:85302720-85307721	Island	0.341	0.6	1.76
chr2:193056493-193061494	Island	0.389	0.6	1.54
chr4:168152370-168157371	Island	0.313	0.567	1.81
chr22:17514534-17519535	Island	0.397	0.733	1.85
chr18:72121201-72126202	Island	0.519	0.753	1.45
chr21:34439941-34444942	Island	0.479	0.76	1.59
chr15:71143347-71148348	Island	0.402	0.64	1.59
chr15:80693726-80698727	Island	0.457	0.673	1.47
chr20:42873370-42878371	Island	0.5	0.687	1.37
chr15:33600542-33605543	Island	0.399	0.633	1.59
chr1:110690647-110695648	Island	0.464	0.74	1.59
chr3:11031843-11036844	Island	0.462	0.8	1.73
chr3:183540181-183545182	Island	0.539	0.727	1.35
chr20:29548451-29553452	Island	0.516	0.673	1.31
chr1:43811796-43816797	Island	0.487	0.587	1.2
chr3:133462435-133467436	Island	0.513	0.66	1.29
chr21:22367329-22372330	Island	0.384	0.653	1.7
chr5:113388645-113393646	Island	0.389	0.72	1.85
chr2:43325828-43330829	Island	0.474	0.667	1.41
chr1:77745171-77750172	Island	0.399	0.773	1.94
chr7:103966494-103971495	Island	0.402	0.747	1.86
chr6:101847341-101852342	Island	0.461	0.727	1.58
chr1:233747093-233752094	Island	0.424	0.687	1.62
chr8:59055959-59060960	Island	0.406	0.54	1.33
chr4:6221179-6226180	Island	0.472	0.8	1.7
chr19:58542807-58547808	Island	0.465	0.74	1.59
chr22:26562883-26567884	Island	0.399	0.78	1.96
chr3:235992-240993	Island	0.424	0.753	1.78
chr5:71400682-71405683	Island	0.412	0.767	1.86
chr6:123314849-123319850	Island	0.329	0.66	2
chr6:163567414-163572415	Island	0.325	0.547	1.68
chr8:69240472-69245473	Island	0.365	0.68	1.86
chr1:98508385-98513386	Island	0.313	0.54	1.73
chr12:119416683-119421684	Island	0.405	0.667	1.65
chr2:193057228-193062229	Island	0.346	0.693	2
chr7:57469873-57474874	Island	0.36	0.68	1.89
chr12:85303648-85308649	Island	0.304	0.647	2.13
chr5:146255217-146260218	Island	0.383	0.607	1.58
chr15:48007661-48012662	Island	0.407	0.627	1.54
chr2:145271741-145276742	Island	0.377	0.773	2.05
chr6:150461667-150466668	Island	0.386	0.807	2.09
chr14:62276893-62281894	Island	0.388	0.88	2.27
chr15:51631227-51636228	Island	0.448	0.68	1.52
chr1:242685220-242690221	Island	0.388	0.78	2.01
chr2:207305667-207310668	Island	0.356	0.807	2.27
chr15:48934608-48939609	Island	0.344	0.707	2.05
chr2:154725807-154730808	Island	0.362	0.7	1.93
chr3:62857344-62862345	Island	0.359	0.767	2.14
chr6:72593870-72598871	Island	0.42	0.873	2.08
chr14:63509703-63514704	Island	0.349	0.76	2.17
chr8:65279627-65284628	Island	0.382	0.76	1.99
chr12:82150039-82155040	Island	0.318	0.687	2.16
chr20:53089702-53094703	Island	0.377	0.773	2.05
chr1:211304318-211309319	Island	0.355	0.7	1.97
chr3:170300512-170305513	Island	0.38	0.687	1.81
chr13:93877081-93882082	Island	0.356	0.707	1.99
chr7:117510318-117515319	Island	0.341	0.647	1.9
chr15:44484372-44489373	Island	0.387	0.733	1.89
chrX:144896818-144901819	Island	0.402	0.68	1.69
chrX:6141992-6146993	Island	0.416	0.74	1.78
chr3:132754614-132759615	Island	0.408	0.747	1.83
chr6:84560746-84565747	Island	0.401	0.753	1.88
chr8:104150447-104155448	Island	0.527	0.8	1.52
chr10:64131592-64136593	Island	0.453	0.747	1.65
chr11:125771863-125776864	Island	0.491	0.72	1.47
chr19:10733663-10738664	Island	0.536	0.76	1.42
chr1:58713127-58718128	Island	0.451	0.72	1.6
chr7:130129397-130134398	Island	0.433	0.74	1.71
chr19:56986339-56991340	Island	0.469	0.733	1.56
chr20:37300612-37305613	Island	0.502	0.76	1.51
chr14:23818993-23823994	Island	0.469	0.773	1.65
chr14:88787260-88792261	Island	0.452	0.78	1.73
chr11:17495892-17500893	Island	0.495	0.833	1.68
chr14:85997663-86002664	Island	0.483	0.813	1.68
chr19:1723286-1728287	Island	0.475	0.82	1.73
chr19:7563521-7568522	Island	0.513	0.747	1.46
chr4:6245011-6250012	Island	0.524	0.667	1.27
chr5:87968282-87973283	Island	0.448	0.713	1.59
chr8:24811018-24816019	Island	0.472	0.68	1.44
chr6:99273118-99278119	Island	0.444	0.653	1.47
chr7:54607447-54612448	Island	0.404	0.733	1.81
chr5:31191300-31196301	Island	0.382	0.553	1.45
chr11:49227152-49232153	Island	0.342	0.6	1.75
chr4:81115669-81120670	Island	0.377	0.607	1.61
chr14:29251950-29256951	Island	0.323	0.653	2.02
chr1:177137480-177142481	Island	0.391	0.593	1.52
chr6:99269984-99274985	Island	0.377	0.673	1.79
